userName;score;at;content;
Muhamad Akhrom;1;07/10/2023 15:29;Saya beli paket data ,udah bayar,tpi proses udah lebih dari sehari ga kelar kelar,mana d batalin transaksi uang ya ga kembali,disuruh menunggu,nungguin smpe kapan coba,maksudnya gimana ini;
Rafael Nurfajri;3;11/10/2023 11:17;Saya up date versi terbaru ko malah ga bisa dipake....kenapa ya....akun udah premium...tapi mau kirim selalu nomer tujuan yang saya ketik belum terdaftar kata y....ada yang sama....???;
Putra Sumurmas;1;09/10/2023 09:44;Parah aplikasi dana ini. Masa mau upgrade ke dana premium aja selalu gagal. Semua data udah benar. Tolong jangan di persulit dong, kalah sama aplikasi sebelah.;
Herbat Damaika Yuana;5;22/10/2023 12:54;Aplikasi yang baik menurut saya.Selama saya pakai DANA semua aktifitas on line terbantu dengan baik.Yang lebih menguntung untuk transfer ke Bank masih gratis biaya admin 10x tiap bulannya.Semoga bisa dipertahankan,syukur2 ditambah lagi..;
endah fujiarti;2;19/10/2023 15:07;Penutupan akun lama/ no lama hilang, sangat bertele tele. . Nunggu 14hari kerja balesnya lebih dari itu. Kirim data berulang2 ngga ada kepastian bin ribetnya minta ampun. Cuma minta hapus dana premium di no lama krna mau bikin yg baru;
Triadyz 68;1;15/10/2023 08:00;Di update aplikasi lainmah biar tambah bagus, lah kok aplikasi dana di update malah makin lemot, ngirim uang aja susah, tidak terdaftar terus, karna simbol strip auto ada dan GK bisa di hapus, ahh udah agak capek ngasih tau kwalitas tetep GK ada tindakan,;
agesti r;5;21/10/2023 09:00;alhamdulillah dg adanya aplikasi e-wallet ini lebih mempermudah penyimpanan uang dan transaksinya pun mudah, membantu penjualan pulsa dan token listrik juga. makasihhh min;
Jovan Wiratama;1;16/10/2023 08:31;Saya sudah berhasil upgrade dana premium tapi pas saya isi saldo dana 100k, tiba tiba dana saya udah ga premium. Pas saya mau tarik malah suruh daftar ulang dana premium nya. Sudah daftar ulang, engga bisa bisa juga. Costumer service nya juga gabisa di andelin, udah foto ktp, foto Selfi, foto Selfi sambil memegang KTP, dan foto kartu keluarga, juga dana premium saya tidak bisa. Mohon kebijakan nya pihak dana!;
Han Nanta;1;15/10/2023 08:32;Untuk update sekarang, kenapa saya tidak bisa membuka aplikasinya. Saya stuck di logo Dana terus menerus sampai force close. Mohon diperbaiki segera, posisi versi android saya Android 10.;
Heri Juliyanto;1;15/10/2023 08:03;top up lewat flip, transfer lewat bca syariah melalui flip, udah berhasil tf dari dua apk tu,tapj di dana gk masuk saldonya,alasan jaringan terputus pdhl buat sosmed sm game yang lain lancar, ni gmn?dana error? uang saya gak bisa kembali kah? mau ngadu di admin dana juga error gabisa alesan jaringan? tolong ni solusi gmn min? udah terlanjur tf;
Yudi Azhura;1;05/10/2023 09:26;Makin lama makin kagak jelas ni aplikasi,, makin di update makin kagak karuan,, saya top up dari rekening tf ke dana tapi saldo nya kagak masuk ke dana saya,, sedang kan saldo di rekening sudah terpotong ,, Kayak mana ini cerita nya,,??;
Ido Komarudin;1;05/10/2023 18:04;semenjak up date jadi ga bisa transfer!! bukannya tambah bagus ini malah tambah lemot!! nomer belum terdaftar trus padahal baru tadi siang saya transfer;
Abdil Rival;5;23/10/2023 15:32;Love this app. masalah umum nya kadang gangguan saat mau transfer. Seneng bangett Sy sudah upgrade ke premium... dan semoga data kami sbg user Dana tetap terjaga... thanks;
Alifian Fay;1;25/10/2023 10:30;kalau memang tidak niat memberikan Hadiah A+ Reward tidak perlu dipampang, Aktivitas Akun tidak wajar apanya. orang jarang dipakai. mencurigakan dari HongKong kah. Selain diri saya sendiri pasti banyak yang mengharap bonus. Tapi memang kalau tidak ingin diberikan ya tidak usah dipampang. Saya punya 2 akun beda dan semuanya terutama ketika klik ambil bonus Voucher Google Play selalu Error' dan bebunyi Aktivitas tidak wajar. Tidak wajar kayak bapakmu;
Anggita Hardianti anggara;1;20/10/2023 02:19;Makin gajelas , tiap mau tarik upgrade upgrade, padahal udah upgrade . Kadang lemot , gimana si ini developer, tolong perbaiki !!!!! Saya kecewa;
Mia Sinta;5;13/10/2023 03:35;sangat rekomendasi buat yg GK mau ribet pakai uang cas, aplikasi nya juga mudah di gunakan dan praktis, transfer ke bank manapun sangat mudah dan cepat.;
Ana Juhana;1;11/10/2023 08:07;Setelah di upgred Aplikasi nya jadi gak bisi kirim, bisi kirim cuma hpus hpus data dulu,, jadi gak nyaman harus kluar masuk akun dana apa lagi klo mau tranfer harus hpus data dulu baru bisa kirim terus cuma sekali kesitu nya lagi gak bisa kirim sumpah gak nyaman bnget;
Al Islamiyah;1;24/10/2023 15:56;Yang jadi permasalahan kenapa tidak ada pemberitahuan tentang nomor tujuan yang tidak aktif di dana. Jadi saya kirim uang ke nomor yg tidak aktif lagi di dana. Pertnyaanya.. uang itu kemana? Sedangkan nomor tidak aktif. Kenapa dana tidak punya solusi. Saya rasa diri anda juga seorang manusia juga. Pasti ada salah. Kenapa tidak di jadi kan suatu pengembangan aplikasi dana tentang nomor dana tidak aktif lagi.. emng tidak seberapa. Tapi di saat sulit berpa pun nilainya sangat berarrti.;
Media Filesatu;1;27/10/2023 04:46;Saya user setia dana, lebih dari 5 tahun. Kenapa tiba-tiba gak bisa login. Padahal 2 hari sebelumnya baru isi saldo. Sementara nomor akun premium, sudah lama off. Maksudnya apa ya!!!!!;
Iin Nuryani;1;06/10/2023 05:53;Gabisa nyimpen uang lama, baru 2 jam disimpen,pas mau di tarik tunai langsung ilang gitu aja uangnya, tolong dong untuk aplikasi dana diperbaiki lagi sistem keamanannya;
Teguh kusmayadi;1;06/10/2023 02:55;Duit saldo saya ke transfer dengan sendirinya padahal aplikasi saya kunci. Aneh ko bisa, hati² buat semua nya. Sampai sekarang masih ada aktifitas login tidak di kenal ke akun saya;
Ilike You;1;12/10/2023 14:44;Halah di update bukan nya tambah bagus malah tambah jadul transaksi suka gagal udh coba berkali kali tapi gagal terus kalo kaya gini mending uninstall aja buang buang waktu transaksi gagal terus , giliran laporan keluhan eh bukanya dibantu malah ga membantu sama sekali omong kosong;
Kanaka;1;27/10/2023 23:38;Kecewa dengan aplikasi dana..transfer ke dana sudah sukses tapi belum menambah saldo dan udah 1 minggu tapi belum juga masuk saldonya..padahal diaplikasi jelas2 belum bertambah..;
Nadha lika;2;13/10/2023 23:57;Padahal udah coba sampai hampir 10x tapi selalu gagal verifikasi buat dana premium. Huhu sedih banget😭😭😭. Ini gimana ya, saya sudah lakuin sesuai prosedur tetap nggak bisa. Tolong diperbaiki.;
muhamad ridwan;1;13/10/2023 04:08;Kepada yth pihak dana mohon bantuannya untuk mengatasi pembayaran pembelian paket data internet Smartfren seharga 27.500, pembelian paket data internet Smartfren dari jam 01:19 menis sampai sekarang masih dalam proses, mohon bantuannya,agar transaksi pembayaran pembelian paket data internet Smartfren normal kembali..kami disini sudah kedua kalinya seperti ini dan uang saya Tidak kembali lagi ,udah hampir 2 bulan,uang saya belum juga kembali,masa yang sekarang uang 27.500 mau di ambil juga..;
Istifadatul Kamilah;1;20/10/2023 04:54;mau daftar ke akun premium gabisa bisa, dengan alasan ktp sudah digunakan di akun lain. padahal tidak, dah lapor cs lambat banget kerjanya. sayang uang yg ketahan nih :));
Arif Muhajirin;1;24/10/2023 06:44;Uang 1.100.050 terisolir. . . Disini kita sangat dirugikaan. . . Saya menyarankan yg menggunakan aplikasi ini untuk berhati hati. . . Karena ketika kita mengajukan komplen hanya robot yg membalas tidak ada call center atau live chat dan uang yg kita bayarkanelalui aplikasi ini lenyap begitu saja. . . Sudah 4 hari uang saya tidak ada kejelasan di aplikasi ini Makin parah ni aplikasi. . .;
kholid bayu;1;19/10/2023 19:26;Kenapa saldo dana saya ke ambil semua ama google play,transaksi sendiri tanpa sepengetahuan saya sendiri Kecewa..!! Bisa kembali lagi gax tuh saldo saya. Rp.2000.000;
Dadan Ramdani;1;26/10/2023 05:07;Setiap transaksi/beli pulsa pin selalu salah padahal pin sudah benar jadi sampai saat ini dana saya tidak bisa dibuka entah kenapa selalu pin salah sudah di ubah pin masih tetap sama salah,,sungguh membagonxkan;
Egay Sodikin;1;17/10/2023 17:31;Sumpah lu y, jng donlod dan jng mau pake aplikasi ini, sekalipun transfer dan isi saldo gratis, ntar lama2, disaat lu isi saldo gede, duit lu tiba2 hilang, masa iy gw baru ngisi saldo trus langsung ada riwayat transaksi transfer ke no org 350rb, sedangkan pin kita doang yg tau, aplikasi penipuan ini mah;
Gaming Pro;1;04/10/2023 12:10;Ini apa lagi si dana. Tf udah kena cas pending sampai 1 hari. Belum lagi kalau ada potongan langsung di potong tanpa ada pemberitahuan. Gak mau lagi² dah pakai ni dana, mentang udah populer malah makin resek.;
Asep Nanang;2;12/10/2023 09:31;Aplikasi ini membantu,tp knp 1 bulan terakhir tiap mau bertransaksi slalu nomor tujuan tidak terdaftar.... jd bingung, jd susah bertransaksi.;
Dewangga_Accoustic;1;03/10/2023 08:14;Hapus aja aplikasi nya,kirim ke bank dan tarik tunai harus jadi dana premium,sedangkan verifikasi harus menggunakan ktp,ktp sudah buram jadi tidak terverifikasi,aplikasi ribet;
rohudin udin;2;15/10/2023 11:46;"kenapa setelah mendapatkan kode OTP via Whatsapp, aplikasi stuck alhasil terditek ""terlalu sering meminta kode OTP"" jadi terbuang waktu dan gagal transaksi menggunakan dana..tolong d perbaiki!!!";
Guslan Anwar Hsb Anwar Hsb;1;25/10/2023 09:33;apknya bagus,tapi fungsi fitur kurang memuaskan, sering terjadi kendala,respon customer service sangat lama,bahkan tidak membantu sama sekali;
Nenk Zhea;1;10/10/2023 16:54;Kok jadi susah gini ya kalo mau ngirim sering hilang tombol lanjutkan nya Apakah dana mau bangkrut ?? Cek riwayat transaksi juga loading nya lama amat. Tolong di perbaiki lagi;
Dias Bani;2;13/10/2023 12:12;Tolong perbaiki lagi apknya,habis update jadi susah buat transfer,tombol lanjutnya lama munculnya jadi harus di uninstal terlebih dahulu...tolong perbaiki lagi;
HERU POLSKI;1;19/10/2023 01:24;tidak bisa upgrade ke dana premium ! pdahal foto KTP jelas dan lengkap hap baguss untuk foto dan selfi bagus malah ga bisa bisa ,,, lemahhhhh !!! semakin di persulit;
Arif Arif;1;18/10/2023 09:18;Aplikasi DANA semakin hari semakin buruk, tidak bisa melakukan transaksi kadang di hapus makin tetap tidak bisa, buruk lah pemakaian nya, tidak seperti yang dulu pemakaian nya bagus ini buruk sekali;
Fildayani Tombokan;1;11/10/2023 23:13;Kok ngak bisa ke premium yahh ? Terus pas mau verifikasi data, malah bermasalah dan di minta ke Costumer Service nya :( dan sudah ku hubungi DIANA, tapi di minta tunggu 3 hari, sampai sekarang ngak ada perubahannya 😭😭😭;
Gus Ti;2;14/10/2023 04:25;Edit. Ga tau kenapa susah sekali pilih menu dompet, lihat saldo dan menu transfer. Harus klik berkali2 dan keluar masuk app baru bisa.;
Jenny Destia putri;1;13/10/2023 15:15;Mau ngirim uang ga bisa error' terus ,banyak ulasan error tapi tidak di perbaiki kenapa?transfer jadi susah kemarin lancar tolong perbaiki sudah beberapa kali komplen tidak direspon,reward sekarang ga ada;
Jangkung Maulana;5;15/10/2023 01:19;Apk nya sangat bagus dan membantu. Namun sangat disayangkan. Setelah di apdate apk nya jd lemot dan sangat lambat. Di apdate salah gk di apdate salah. Bingun.;
Abi Pija;1;11/10/2023 14:55;kali ini saya trauma mau top up shopee menggunkan aplikasi dana...hari ini tgl 11/10/2023..sudah 1x24jam saya kemarin top up tgl 10/10/2023 jam 19.05 wib sebesar Rp 2.000.999 tapi saldo nya belum juga masuk.sedangkan di riwayat traksaksi sudah berhasil...sudah di chat pihak dana dan shopee tp belum juga masuk saldo / saldo kembali...;
Fajar Setia;1;03/10/2023 03:38;Parah sih skr aplikasi nya ,di hp sekelas flagship aja masih lola nih aplikasi ga satset .. ga ringan ga felksibel , ga bisa di andalkan ketika butuh cepat , untuk sekedar lihat saldo saja loading nya bukan main .. payah nih aplikasi;
Hooligant 88;4;06/10/2023 09:41;"Saya turunin bintangnya maaf 🙏🙏 secara saya sedikit kecewa karna setelah saya upgrade aplikasi nya malah berat banget, bikin naik darah 😓 jadi ga bisa diburu"", mohon segera diperbaiki 🙏🙏🙏";
Drakon Felis Gaiden;1;23/10/2023 08:29;Saya punya uang banyak di nomor lama. Namun ketika saya ingin masuk untuk ganti nomor, malahan muncul kalau nomor tidak terdaftar. Itu uang banyak hilang seketika emang dasar kurang ajar;
Dian Ardi;2;08/10/2023 04:29;Setelah update makin gak jelas pencet apaun tidak bisa, niatnya mau top up game malah gak ada a+reward nya!!! Setelah update makin banyak bug;
Arisky 95;1;13/10/2023 09:42;Dana sekarang makin berat aplikasinya, apa lagi saat mau bayar, sering lama gak muncul-muncul menu bayarnya..tolong dong di benahi, banyak yang komplain soal itu tapi tidak ada perbaikan..;
Susanty Shafa;1;08/10/2023 06:30;Sya salah isi pulsa ke nomer yg tidak terdaftar/ga aktif. Tp dana blum di kembalikan. Minta bantuan. Tp bantuan ny g jelas. Beda sama di ovo mah enak. No ga terdaftar ya otomatis ga terkirim. Inin mah dlam proses trus. Ikut ny ilamg dong klo dana ga bisa kembali. Sya kasi bintang 1. Klo masi blum di kembalikan.. bantuan juga ga jelas;
Herlan Kaffah;1;12/10/2023 20:19;Bisa bikin apk ga sih ..... Gw saranin ya klo bikin apk tuh jgan terlalu banyak fitur yang gak jelas dehhh... Jdi lemot kan .. Trus akhir akhir ini knpa selalu eror pas lagi mau ngirim uang .... Tolong dong di perbaiki dan di upgrade,,, biar bisa stabil kaya apk lain seperti gopay ovvo ...;
Genta Buana;5;10/10/2023 03:26;Semenjak app dana saya di update,jika ingin kirim dana susa sekali,terutama ke nomer yg belum tersimpan di kontak,dan icon kirim keteman sering ilang,tolong min perbaiki.;
Nisa Aslam;2;08/10/2023 05:16;Saya tidak ada berlangganan dengan google/apple, semua sudah di batalkan sejak lama, tp potongan terus berlanjut, per bulan hampir 100rb, gajelas bngt ya dana,;
Kiki Pauzi;1;12/10/2023 02:05;banyak error, sudah menghubungi cs yg di aplikasi dana hanya diproses tidak ada jawaban selanjutnya, dan masalah tidak kunjung selesai. error saat top up menggunakam debit card;
Sisai Lah;1;08/10/2023 16:27;sesudah update, apknya makin sewot, masak no rek kawan mau kukirim, keluarnya no tidak terdaftar. jangan kau suruh tanya diana, gak relefan sama sekali. pertanyaan di menu diana tidak sesuai keinginan kami.pokoknya perbaiki apk kalian,,, makin parah aja apk nya.;
Khalid Faruqi;1;26/10/2023 05:52;Penanganan gangguan sangat lama, transaksi saya sudah berhasil tapi saldo tidak bertambah Dan ada kesalahan perhitungan saldo Sangat berbahaya digunakan jika customer carenya tidak bisa di hubungi Saya sangat kesulitan;
502 Dicky Noegroho;2;24/10/2023 11:56;Tidak ada penaggulangan terhadap kasus penipuan. Walaupun sudah melapor mengisi data diri dan persyaratan, pihak DANA tidak ada tindak lanjut apapun. Saran saya supaya ada fitur untuk penganggulangan masalah seperti ini, karna sangat TIDAK AMAN jadinya. Saya sangat kecewa dengan PENGEMBANG apk DANA ini..;
Afrizaldi Rizal;1;08/10/2023 03:49;Min tolong bantuan nya. Saya tidak bisa masuk akun dana. Tidak bisa melakukan prepikasi wajah. Pas pencet prepikasi wajah tidak muncul. Harus minta kode otp sedangkan nomor na sudah hilang gimana cara login nya. Saldo saya masih ada di dalam mohon bantuan Nya;
Haidan Aidan;2;23/10/2023 15:21;"Ini dana knp yah ko mau transaksi malah ga bisa udh dicht asisten digitalnya ttp aja gitu dan responnya kuran bagus.masa buat bertransaksi harus ganti pin trs""pin yang anda masukan salah coba sekali lagi""trs aja gitu.ampe saya ganti pin 3 kali ttp aja gitu ini gimana yah.saya kan kalo beli paket atau yg lainnya pake dana ko malah gini.tolong dong buat tim dananya diperbaiki biar ga ngerepotin";
Ato Susanto;1;07/10/2023 03:10;Setelah update terbaru malah makin ga jelas aja, loading lama, tiap kali mau kirim uang harus hapus data nya dulu mulai lagi dari amal, ngga kaya dana yang lama lebih enteng;
Indra_kusuma Indra;5;07/10/2023 06:26;Apk dana gimana sih..cuma rubah data tlp untuk pindah akun aja langsung g bisa.., malah disuruh upgrade ke premium lagi..., udh diupgrade malah g bisa.., dana sy ketahan, bisa sama CS mesin trus yg jwb.., tlong respon consument yang baik..,;
jampe fishing;5;05/10/2023 18:27;Saya sangat kecewa setiap mau kirim uang sllalu gak bisa.sering ada tulisan nomer tidak terdaptar.terus saya harus hapus dan instal lagi baru bisa kirim uang.setiap mau kirim uang harus hapus dulu apl dana nya.baru instal lagi baru bisa kirim;
Ze Lee;2;28/10/2023 06:39;Bagaimana cara memulihakan aplikasi dana dengan keterangan bahwa perangkat telah di root padahal msh baru perangkat ya .. setelah itu aplikasi tidak bisa do unsuh di play store,,, bdlakangan ini bnyak pemberitaan dana sedang bwrmasalah;
nurohman nurohman;1;08/10/2023 00:24;Sungguh semakin buruk total, gak kaya dulu, akses mudah,, sekarang susahnya minta ampun, mau tf saja lemot, berjam jam gk bisa2,,pokoknya bagusan yg dulu, sekarang buruk dan parah;
Ferdi Brigez;3;12/10/2023 12:32;Tolong perbaiki secepat nya biar bisa lancarr,gak muncul truss metode pembayaran nya kenpa tolong segara perbaiki,gimana cara hubungi diaDana nya,udh diPerbaharui tapi malah jadi gini ,saya udh hapus data trus di unninstal tetep masih gk bisa knp ,cepet diperbaiki biar lancarr;
Prasetya Putra;3;11/10/2023 00:57;"Dana saya knpa gabisa buat transaksi. Padahal pengguna sekitar semuanya bisa/tidak eror. Tolong min perbaiki lagi. Akhir"" ini update annya makin ngaco.";
Rasiman Luluh;3;14/10/2023 18:20;Sekarang ga bagus buat transaksi lama kadang muncul dana tidak menanggapi terus kalo buat transaksi nunggu tulisan bayar lama bgt di tambah nmr yg di tuju tidak ter daftar mulai kurang bagus kurang puas;
Ahmad Sopyan;5;23/10/2023 12:08;Alhamdulillah bulan Oktober ini voucher tagihan dan pulsa sering saya dapat, tapi kadang-kadang bisa digunakan harus nunggu 3-5 hari baru bisa kembali. Untuk voucher dana rewards+ saya kesusahan untuk mengakses. Saya hubungi costumer nya nggak ada jawaban sampai sekarang 🥲;
Ilham Supriyansyah Ilham Supriyansyah;1;05/10/2023 12:51;Tolog dong kak . apk dana saya nya di benahi . Masa setiap mau top up /tranfer . Gagal dengan alasan nomor tidak terdaptar . Padahal nomor yg saya masukin itu udah benar. . Info nya;
Samsul Bot;1;07/10/2023 14:10;Dana sekarang knapa ya...buka riwayat gak bisa bisa...keluarnya putih mulus....gak. Keluar tulisan apa apa.. Dan terkadang eror keluar sendiri... Serta mau ngirim uang eh malah di suruh coba lagi nanti..alasanya sudah sering gagal.. Padahal dri kemaren aman aman aja..;
Aditya M Ramlan;1;24/10/2023 14:16;upgrade ke dana premium sangat lama sekali, saya sudah topup tapi untuk kirim tidak bisa karena harus dana premium, sedangkan proses ke dana premium sangat lama sekali;
Siti Kaila;3;18/10/2023 12:31;bagaimana ini kok kalo mau kirim dana, loadingnya lama banget? udah gitu kalau mau pake daget harus banget pake KTP, gimana dengan yang masih dibawah umur? ayo lah dana bukain fitur daget tanpa KTP, benerin juga itu bugnya, kalau tidak dibenerin aku kasih bintang setengah!😭;
Tito Cipta adi;4;05/10/2023 03:04;Sebenarnya saya sudah nyaman menggunakan dana dari tahun 2020 tp update yang sekarang mau kirim ke sesama dana kok cuma loading dan gak keluar tanda bayar, kirim ke bank pun keluar peringatan sedang sibuk itu gimana tolong di perbaiki dan bagaimana solusinya Dan menu di profil dan setting punya saya kok beda sama yang lainnya tolong di tangapi keluhan saya 🙏;
Bagas Cancerr;1;17/10/2023 09:42;Saya sangat kecewa dengan pihak dana, akun saya di tahan tidak bisa di buka karena nomor sudah tidak aktif, padahal kmren bisa scan wajah sekarang gak bisa, saldo di dalam 1juta lebih mungkin udah di makan sama pihak dana;
tri jahn;1;19/10/2023 15:08;Selalu gagal melakukan transaksi kirim uang dengan keterangan nomor tujuan tidak terdaftar... Chat cs juga tidak ada respon ,tanpa ada penjelasan chat ditutup ... Mengecewakan;
cheetoz boyz;1;17/10/2023 19:19;Setiap kali mau transaksi, harus hapus data dulu baru bisa. Kalau mau transaksi 10 kali, ya mesti hapus datanya 10 kali juga, parah banget sih....!!!;
Jaelani al-bughury;1;23/10/2023 03:09;Saya sudah lama sekali memakai apk ini. Tapi kenapa akhir akhir ini saldo saya hilang. Tersedot oleh google. Tanpa ada notif. Atau otp. Padahal pin selalu ganti. Tolong kembalikan uang saya. Kalo terus begini apk dana tidak aman.;
azka alzapar;1;04/10/2023 10:51;Kenapa saya tidak bisa masuk akun saya sudah di klik lupa sandi tetep saja , sudah menghubungi call center 4 x sama aja jawaban gitu bukan nya di tolongin ada keluhan seharus nya sigap di tanggapi biar akun saya bisa di gunakan lagi, sangat kecewa.........;
Lingga S;1;17/10/2023 03:12;Saya menyesal pake aplikasi Dana, susah banget upgrade ke Premium!! Padahal saya sangat membutuhkan uang di saldo dana tersebut!! Persyaratan yang perlu di lampirkan sudah saya kirim semua !! Saya sangat minta tolong !!;
Permana sains;1;04/10/2023 15:31;Ga sengaja kebeli voucher pas transaksi, ternyata ga bisa di refund padahal ga kepake juga vouchernya. Sengaja kejebakan di kasih info voucher pas transaksi padahal tidak ada hubungan sama yg terkait;
Zaiinul Arifin.;1;25/10/2023 22:29;Aplikasi dana makin kesini kok makin mengecewakan ya. Maksa upgrade premium tapi ribet Uang mau di buat bayar malah gk bisa di buat transfer nunggu peninjauan lama sekali;
tika hapsari;1;09/10/2023 05:36;Astagfirullah saya mau upgrade bolak balik tidak bisa bisa,awal ya saya download aplikasi ini saya fikir mudah,ini saya ada saldo 100 ribu gimana dana aplikasi mau tarik Uda coba hubungin customer service tidak ada solusi;
RIAN PRANATA;1;10/10/2023 01:18;"top up ga masuk""... sudah laporan...pas suruh masukin tanggal yg valid ga bisa""...eh pas klik tanggal yg salah malah laporan di terima...tpi tetep aja top up belum masuk sampek skrg";
Rendi Setiawan;1;23/10/2023 11:00;Aplikasi dana transaksi amanah akan tetapi saat ini aplikasi lemot sangat sangat lemot, buka aplikasi dana lemot apalagi setiap transaksi lemot kaya beban berat... Mohon diperbaiki...;
Dendy Nurdiansyah;1;06/10/2023 00:03;ini aplikasi Knp jd lemot sama susah begini sih Klo mau Tf . abis di upgrade bukan.a malah bagus malah lemot parah sama Klo mau Tf cuma no tujuan.a aja yg Ada nama pengguna nya ga Ada trus loading deh Sampe mampus ga masuk2 cuma loading aja . tolong lah aplikasi Benerin udh bagus2 makin kesini makin ancur aja .;
Yuni Astutik;2;17/10/2023 10:52;Kecewa ma aplikasi ini,masak saldo saya hilang terus ,,,udah komplen ke admi juga g bisa di kembalikan,,g belanja di buka lapak dan g punya aplikasinya kok kepotong terus sesuai saldo di dana nya gimana sih kak admin,,tolong di benahi lagi ya.....;
rendi sundawa;5;24/10/2023 08:31;Saya mendapat kan masalah sudah menghubungi Diana 1 Minggu yang lalu Belu juga ada respon/saldo kembali ,,ini bagaimana mana saya tidak merasa bertransaksi tapi saldo dana saya terpotong buat transaksi google ,, tolong dibantu bosku...apakah bisa dikembalikan dana yang terpotong otomatis oleh google;
Mas Randu;1;09/10/2023 13:16;Aplikasi ga jelas, mau rubah no. Hp ga bisa, 2x bikin laporan yg sama, tapi tetap tidak ada solusi, cuman minta dokumen sama video selfie kayak orang bego terus, hadeh uninstal aja dah;
Jan Alhafidz;2;18/10/2023 14:57;Akun saya pernah terjadi transaksi dgn sendirinya... Saya pernah kehilangan saldo. Tolong tingkatkan keamanan nya. Karena ini tentang UANG. Bukan barang mainan.;
Putra Nazriel;5;11/10/2023 10:03;Minta usulan lah agar tambah mudah bagi pengguna.fitur nya di tambah kan dana payleter. Masa kalah sama app gopay.sedangkan rilis App dana pertama keluar sebelum ada gopay.tingkatkan lagi kwalitas pelayanan;
Jajang Tasik;1;17/10/2023 07:39;Saldo dana saya hilang di sabet google, dalam 4 kali transaksi,,padahal saya tidak pernah melakukan transaksi keluar samasekali,,dan tanpa diminta pin keamanan, ini sudah kedua kalinya. Kenapa bisa begini? Apa Dana sudah tidak aman untuk nyimpan uang? Saya pernah komplen ke dana, tak pernah ada pengganti.;
Indra Can;2;07/10/2023 04:29;Membuka apps sering keluar, jika sudah masuk mau transfer uang selalu tidak bisa, aku kasih 2 bintang dulu jika semua sudah normal aku tambah 3 ok, trimakasih.;
Delfin Akmal;1;08/10/2023 16:32;Tambah error. Ngapalah selalu di update. Bukanya bagus malah tambah ngeselin. Yg ngelak yg kluar sendiri. Maaf bang kita kita gk punya hp spek tinggi. Cuma punya hp jadul.;
Bukhori 06;1;21/10/2023 07:05;Masih sama sampau saat ini Aplikasi paling parah, lola, sering keluar sendiri, di update malah loading terus.., gk guna!!! Benerin lah!!!;
Muhammad Insan Jawwad Haifa;1;04/10/2023 13:19;makin kesini makin sering error. ada saldo, jaringan bagus, tapi gabisa transfer. keterangannya masalah jaringan. mohon untuk segera diperbaiki agar saldo pengguna dana bisa digunakan.;
Alfaris Supespa;2;10/10/2023 13:20;Saya tidak senang dengan aplikasi ini Saya ada saldo malah otomatis melakukan pembayaran di google tanpa sepengetahuan saya sedangkan di aplikasi saya belom pernah mengaktifkan bayar otomatis. Di chat juga costumer service nya malah kita di alihkan di jawaban otomatis saya tidak senang DANA saya terkuras tidak ada tanggung jawab;
Yusuf Kalianda;1;13/10/2023 01:45;Sering update. Malaha makin bnyak problem. Misalnya susah buat transfer loading yg lama akhir nya suka keluar dari apliksi. Tolong lahhhhh di benahi dgn baik;
Ahmad sopiyan;2;18/10/2023 15:30;kenapa selalu saldo dana saya berkurang tolong dong di beri penjelasan, saldo berkurang sendiri lama lama habis belom kepake berkurang bayar google otomatis maksudnya gimana ini saldo ilang ga bisa balik apk makin kesini makin ga bener segera perbaiki dong gini terus lama lama uninstall juga nih apk;
fendik bonek;1;21/10/2023 04:09;Dana saya udah terverifikasi premium pas mau ambil uang ke alfamart itu lalu ada tulisan proses gagal saat verifikasi, padahal tadinya udah saya chek terverifikasi dan premium tiba tiba ada tulisan proses gagal;
Dicky Anjay;3;06/10/2023 13:25;ini kenapa dana saya GK mau masuk ² nge stak di logo dana, udah saya update ke versi terbaru juga tapi tetap GK bisa, saya coba di hp temen kok bisa. apa karena ram hp saya 2gb sedangkan hp teman saya 3/4gb, tolong bantuannya;
Hikmori7 (ArifkunVIID);1;25/10/2023 04:16;Jangan transaksi voucher dengan nominal besar ke Dana. Pelayanan lambat, begitupun sudah selesai transaksinya, kode voucher saya tidak diterima. Aplikasi gak guna. Saya ingin uang saya kembali 😡;
lufa lazuardi;1;06/10/2023 01:30;Mau ganti nomer baru aja sulit minta ampun ..sori tak kasih 1 bintang jdnya.. Tolong diupgrade call centernya robot g guna.. Semakin diupgrade bukannya semakin baik malah kebalikannya..sudah top saldo tidak muncul..prose lama.;
I Made Kristian;1;24/09/2023 07:44;Pengalaman buruk menggunakan aplikasi ini. Terlalu ribet untuk upgrade ke Premium. Tidak bisa transaksi, karena belum bisa upgrade, beberapa kali coba upgrade dan tidak berhasil, seperrinya karena sistemnya gak jelas.;
Abqary Muhammad;1;19/10/2023 02:52;Sudah beberapa hari ini .. gabisa tf via bank/sesama .. bahkan saldopun ngga muncul ... Padahal sudah d update .. tapi masih begitu... Alasannya karna koneksi internet, padahal kuota selalu ada ...;
AUTO GLOSS;1;01/10/2023 12:42;Sebetulnya sih, terbantu banget dengan 10x transfer gratisnya. Cuma, saya buka toko dan bikin QR sampai sekarang belum selesai2, padahal diketerangan disuruh nunggu 7 hari, ini sudah 2 bln lebih. Chat lewat menuchatnya gak ngebantu sama sekali, malah ditanya kapan ngajuinnya? kan bego namanya. terus sistem yg dibuat buat apa?? apa tidak tersimpan pengajuannya??;
